id,filename,class,nn1
578,TRAIN_5326_f_131897863740683563L,f,train
579,TEST_2149_f_131897817700803363L,f,valid
580,TRAIN_2084_p_131897808073846044L,p,train
581,TRAIN_3547_a_131897837808519194L,a,train
582,VALID_5590_f_131897862142533974L,f,test
583,VALID_4848_f_131897856693028012L,f,test
584,TRAIN_551_p_131897784972537373L,p,train
585,TRAIN_4048_b_131897845060019894L,b,train
586,TRAIN_2632_a_131897824748643781L,a,train
587,TRAIN_5782_f_131897870293472046L,f,train
588,TRAIN_96_b_131897789042783165L,b,train
589,VALID_5182_a_131897855812256495L,a,test
590,TRAIN_2336_f_131897811903308259L,f,train
591,TRAIN_781_a_131897788364185604L,a,train
592,TRAIN_3958_f_131897843782464819L,f,train
593,TRAIN_1833_a_131897804254588167L,a,train
594,TRAIN_5250_b_131897862612349301L,b,train
595,TRAIN_4490_f_131897851477018362L,f,train
596,TRAIN_4503_f_131897845266837939L,f,train
597,TRAIN_2559_a_131897823679367835L,a,train
598,TRAIN_2391_p_131897812751401988L,p,train
599,VALID_2793_b_131897818924533574L,b,test
600,TRAIN_1213_f_131897794683442741L,f,train
601,VALID_945_a_131897790758526786L,a,test
602,VALID_4941_f_131897858061526140L,f,test
603,VALID_3501_f_131897829690189695L,f,test
604,TRAIN_1468_b_131897808058806743L,b,train
605,VALID_2909_b_131897828698531199L,b,test
606,VALID_4434_p_131897844227681537L,p,test
607,VALID_4536_p_131897852157046065L,p,test
608,TRAIN_2478_f_131897822521959035L,f,train
609,TRAIN_1745_p_131897802908147349L,p,train
610,TRAIN_2850_b_131897827849737767L,b,train
611,TEST_1492_f_131897808407574056L,f,valid
612,TRAIN_4120_p_131897839333371889L,p,train
613,TRAIN_683_p_131897786896682615L,p,train
614,TRAIN_3956_b_131897836752879405L,b,train
615,TRAIN_4382_p_131897849926010149L,p,train
616,VALID_1211_f_131897794653506975L,f,test
617,TRAIN_2586_f_131897815728731310L,f,train
618,TRAIN_4276_f_131897848373444291L,f,train
619,TRAIN_5180_f_131897855781565819L,f,train
620,TRAIN_4137_f_131897846349453103L,f,train
621,TRAIN_3033_a_131897830495500413L,a,train
622,VALID_325_p_131897792084335914L,p,test
623,TRAIN_519_p_131897794736645689L,p,train
624,TRAIN_3173_a_131897824684195751L,a,train
625,TRAIN_2699_f_131897825707445729L,f,train
626,TRAIN_3911_p_131897843107123066L,p,train
627,TRAIN_2382_b_131897812611163001L,b,train
628,TRAIN_486_b_131897783996638728L,b,train
629,TRAIN_989_b_131897791386108507L,b,train
630,VALID_1027_b_131897801746021946L,b,test
631,VALID_4982_f_131897852699387987L,f,test
632,TRAIN_3522_b_131897837447721312L,b,train
633,TRAIN_5678_p_131897863460583443L,p,train
634,TRAIN_4051_p_131897845102521424L,p,train
635,VALID_3337_a_131897827147965766L,a,test
636,TRAIN_2569_f_131897823817499140L,f,train
637,TRAIN_1554_a_131897800010294448L,a,train
638,TRAIN_423_b_131897793435649733L,b,train
639,VALID_2391_p_131897821279244228L,p,test
640,VALID_1669_a_131897810945346522L,a,test
641,TRAIN_5187_f_131897855884362975L,f,train
642,TRAIN_4407_b_131897843793894976L,b,train
643,TRAIN_2073_p_131897807906871625L,p,train
644,TRAIN_252_p_131897780477035573L,p,train
645,TRAIN_433_f_131897783183229835L,f,train
646,TRAIN_1962_p_131897815055063498L,p,train
647,VALID_2536_a_131897814951602803L,a,test
648,VALID_263_f_131897780657056881L,f,test
649,TRAIN_3999_p_131897837419602600L,p,train
650,TEST_603_a_131897795870915155L,a,valid
651,TRAIN_1462_a_131897798609361852L,a,train
652,TRAIN_2737_p_131897818015885483L,p,train
653,VALID_1265_b_131897795512649609L,b,test
654,TRAIN_2755_p_131897826482172078L,p,train
655,TEST_1461_p_131897798590849196L,p,valid
656,VALID_1882_b_131897813934546674L,b,test
657,TRAIN_3074_b_131897823182624322L,b,train
658,TRAIN_1057_b_131897802176666912L,b,train
659,TRAIN_2875_f_131897820153752726L,f,train
660,VALID_4923_f_131897851790158062L,f,test
661,TRAIN_3404_a_131897828169297559L,a,train
662,TRAIN_3867_p_131897835361148833L,p,train
663,TRAIN_1135_p_131897793543244882L,p,train
664,TRAIN_4175_a_131897840213642948L,a,train
665,TRAIN_1201_b_131897794507810917L,b,train
666,TRAIN_3963_a_131897836857385627L,a,train
667,TRAIN_5525_a_131897866602838701L,a,train
668,TRAIN_3067_b_131897830991463269L,b,train
669,TRAIN_1537_b_131897809074168935L,b,train
670,TRAIN_3870_a_131897835405289757L,a,train
671,TRAIN_2317_f_131897820204509639L,f,train
672,VALID_4474_f_131897844817712004L,f,test
673,VALID_4868_a_131897850933924243L,a,test
674,TEST_1693_b_131897802128443609L,b,valid
675,TRAIN_2144_f_131897808987518685L,f,train
676,VALID_1307_b_131897796219602039L,b,test
677,TRAIN_5730_p_131897869543750546L,p,train
678,VALID_4400_p_131897850176336438L,p,test
679,TRAIN_1792_b_131897803628826204L,b,train
680,TRAIN_569_f_131897785232222669L,f,train
681,TRAIN_1359_p_131897806469361140L,p,train
682,TRAIN_1285_p_131897805399470885L,p,train
683,TRAIN_926_p_131897790492673021L,p,train
684,TRAIN_5533_b_131897861262449491L,b,train
685,TRAIN_103_f_131897778337919882L,f,train
686,VALID_3340_a_131897827189548211L,a,test
687,TRAIN_5099_a_131897860368815709L,a,train
688,TRAIN_5787_f_131897870378944385L,f,train
689,TRAIN_4663_f_131897853979161391L,f,train
690,TRAIN_4224_f_131897847630598397L,f,train
691,TRAIN_2414_f_131897821605353211L,f,train
692,TRAIN_4782_f_131897849631532155L,f,train
693,VALID_2567_a_131897815431990258L,a,test
694,TRAIN_4800_p_131897856002374436L,p,train
695,TRAIN_2151_b_131897817732056107L,b,train
696,TRAIN_4710_f_131897854670442511L,f,train
697,TRAIN_3647_f_131897831936773543L,f,train
698,TRAIN_4333_b_131897849201761210L,b,train
699,VALID_1673_b_131897801833771923L,b,test
700,TRAIN_700_f_131897787148211639L,f,train
701,TEST_3576_b_131897830841807568L,b,valid
702,TRAIN_1589_p_131897800558404393L,p,train
703,TRAIN_1299_f_131897796087746553L,f,train
704,TRAIN_2098_f_131897816984991104L,f,train
705,TRAIN_1674_b_131897811012850929L,b,train
706,TRAIN_414_f_131897793311582482L,f,train
707,TRAIN_5573_a_131897861888329948L,a,train
708,VALID_1996_f_131897806766743460L,f,test
709,TRAIN_3170_a_131897832465145374L,a,train
710,VALID_4694_p_131897854446527996L,p,test
711,TRAIN_367_b_131897792661711291L,b,train
712,VALID_922_a_131897800263147179L,a,test
713,TRAIN_1838_b_131897813320609510L,b,train
714,TEST_1548_p_131897809230894140L,p,valid
715,VALID_3347_b_131897835009336262L,b,test
716,TRAIN_1322_f_131897805946213228L,f,train
717,VALID_5524_b_131897866589869773L,b,test
718,TRAIN_4598_f_131897853045993838L,f,train
719,VALID_699_p_131897797193004676L,p,test
720,VALID_1812_b_131897812967782088L,b,test
721,VALID_3328_f_131897827009566652L,f,test
722,VALID_5762_f_131897869998614330L,f,test
723,TRAIN_3457_a_131897828989837226L,a,train
724,TRAIN_5765_b_131897864795594508L,b,train
725,TEST_3006_a_131897822118746943L,a,valid
726,TEST_4986_p_131897858723426010L,p,valid
727,TEST_4062_a_131897845261281695L,a,valid
728,VALID_3360_a_131897835190281776L,a,test
729,TRAIN_5614_a_131897867866334644L,a,train
730,TRAIN_2406_p_131897821494879703L,p,train
731,TRAIN_1381_f_131897797356371959L,f,train
732,TEST_3839_p_131897842082545523L,p,valid
733,VALID_2864_b_131897828061622584L,b,test
734,TEST_1179_b_131897794179765302L,b,valid
735,TRAIN_931_b_131897800395339928L,b,train
736,VALID_1898_b_131897814170336122L,b,test
737,TEST_955_b_131897800739416867L,b,valid
738,TRAIN_3485_p_131897836935826095L,p,train
739,TRAIN_3220_p_131897825403616986L,p,train
740,VALID_5635_p_131897862825872131L,p,test
741,TEST_1498_a_131897808502577982L,a,valid
742,TRAIN_353_b_131897781975694698L,b,train
743,TRAIN_1638_p_131897810510013850L,p,train
744,VALID_4237_b_131897841166864324L,b,test
745,TRAIN_2956_a_131897829389661106L,a,train
746,TRAIN_4291_f_131897848597984910L,f,train
747,TRAIN_2277_p_131897811003712045L,p,train
748,TRAIN_1845_a_131897804437735778L,a,train
749,VALID_368_b_131897782185850835L,b,test
750,VALID_5010_f_131897853144772649L,f,test
751,TRAIN_4400_a_131897843687640060L,a,train
752,VALID_951_f_131897800683163542L,f,test
753,TRAIN_4431_a_131897844179526101L,a,train
754,TRAIN_4571_b_131897852657382222L,b,train
755,TRAIN_68_p_131897777876523528L,p,train
756,TRAIN_3982_b_131897844112166807L,b,train
757,TRAIN_255_b_131897791144450420L,b,train
758,TRAIN_5427_a_131897859609982694L,a,train
759,VALID_62_p_131897788617450598L,p,test
760,TRAIN_3688_f_131897839903613064L,f,train
761,TRAIN_1793_f_131897803642703610L,f,train
762,TRAIN_3888_a_131897835696605306L,a,train
763,TRAIN_4242_f_131897841241281625L,f,train
764,TRAIN_1697_b_131897811346616706L,b,train
765,TEST_4634_a_131897847330311719L,a,valid
766,TRAIN_2876_f_131897820169322399L,f,train
767,TRAIN_3482_p_131897836894887367L,p,train
768,TRAIN_2315_a_131897820179195116L,a,train
769,TRAIN_760_b_131897798016009248L,b,train
770,TRAIN_5735_f_131897864317847622L,f,train
771,TRAIN_3001_f_131897830046883699L,f,train
772,VALID_910_f_131897800099544909L,f,test
773,TRAIN_1066_p_131897802307454447L,p,train
774,TRAIN_5232_a_131897862339056724L,a,train
775,TRAIN_371_f_131897792719056339L,f,train
776,TRAIN_1146_b_131897793700761440L,b,train
777,VALID_2377_b_131897821058608502L,b,test
778,TRAIN_1423_b_131897798017729017L,b,train
779,TRAIN_3278_p_131897826278604129L,p,train
780,TRAIN_1325_f_131897805989964627L,f,train
781,TEST_1686_f_131897802025539769L,f,valid
782,TRAIN_4264_b_131897841579003933L,b,train
783,VALID_2115_a_131897808552611897L,a,test
784,VALID_4671_a_131897847901504115L,a,test
785,TRAIN_4989_p_131897852814267985L,p,train
786,TRAIN_1208_b_131897804318484288L,b,train
787,TRAIN_4901_f_131897851445936435L,f,train
788,TRAIN_1492_f_131897799062718003L,f,train
789,TRAIN_3918_p_131897843209626263L,p,train
790,TRAIN_3018_b_131897822300924418L,b,train
791,VALID_1506_p_131897799295249813L,p,test
792,VALID_4685_p_131897848114947474L,p,test
793,TRAIN_1173_f_131897794089562897L,f,train
794,TRAIN_1234_b_131897795009086097L,b,train
795,TRAIN_4309_b_131897842277724361L,b,train
796,TRAIN_1730_b_131897811813669449L,b,train
797,VALID_3720_a_131897840352695445L,a,test
798,TRAIN_1666_f_131897801723643937L,f,train
799,TRAIN_3971_b_131897836978617419L,b,train
800,TRAIN_4438_b_131897850724485200L,b,train
801,TRAIN_4643_a_131897853690866499L,a,train
802,VALID_109_f_131897789214665103L,f,test
803,TRAIN_4943_b_131897852100900200L,b,train
804,TRAIN_5052_b_131897859685817145L,b,train
805,VALID_5270_a_131897857191902433L,a,test
806,TEST_4993_p_131897858824367304L,p,valid
807,VALID_3434_b_131897836223297164L,b,test
808,TRAIN_121_f_131897789377327696L,f,train
809,TRAIN_5077_p_131897854175294664L,p,train
810,TRAIN_5363_a_131897864270706956L,a,train
811,VALID_3742_b_131897840699059125L,b,test
812,VALID_821_p_131897788952883450L,p,test
813,VALID_3021_b_131897830328148642L,b,test
814,TRAIN_5461_f_131897865696392307L,f,train
815,TRAIN_5094_f_131897860298500776L,f,train
816,TRAIN_1037_p_131897801891654476L,p,train
817,TRAIN_5929_a_131897872406071360L,a,train
818,TRAIN_1884_b_131897805042928711L,b,train
819,TRAIN_2893_p_131897828470549704L,p,train
820,TRAIN_4045_p_131897838153063481L,p,train
821,TRAIN_83_p_131897778069947099L,p,train
822,TRAIN_3612_f_131897838779811526L,f,train
823,TRAIN_1949_f_131897814876773356L,f,train
824,TRAIN_3846_b_131897842188801625L,b,train
825,TEST_2411_a_131897821559257443L,a,valid
826,VALID_1965_b_131897806300683826L,b,test
827,TRAIN_1906_p_131897814285812013L,p,train
828,TRAIN_3796_b_131897841483141914L,b,train
829,TRAIN_4349_a_131897842896024107L,a,train
830,TRAIN_5652_a_131897863076189736L,a,train
831,TRAIN_1192_b_131897794375678405L,b,train
832,TEST_5869_f_131897866433650855L,f,valid
833,VALID_286_p_131897780998134717L,p,test
834,VALID_4940_a_131897852053898839L,a,test
835,VALID_2911_a_131897820688014798L,a,test
836,VALID_4021_p_131897837775903281L,p,test
837,TRAIN_5118_p_131897860636638413L,p,train
838,TRAIN_4261_a_131897841531801063L,a,train
839,TRAIN_2619_b_131897816217771422L,b,train
840,TRAIN_5520_p_131897866533616656L,p,train
841,TRAIN_2843_a_131897819669293725L,a,train
842,TRAIN_2412_b_131897821575664139L,b,train
843,VALID_484_p_131897794256783331L,p,test
844,TRAIN_4712_b_131897854701849598L,b,train
845,TEST_2912_f_131897828737126835L,f,valid
846,VALID_5535_a_131897866746596677L,a,test
847,VALID_4843_b_131897850578147161L,b,test
848,TRAIN_2309_f_131897811495038192L,f,train
849,TRAIN_3531_a_131897830149320758L,a,train
850,VALID_3918_p_131897836165590955L,p,test
851,TEST_1180_a_131897794197867055L,a,valid
852,TRAIN_3787_b_131897841352355864L,b,train
853,TRAIN_722_p_131897797497860625L,p,train
854,TRAIN_4967_a_131897858450915343L,a,train
855,TRAIN_5015_b_131897853223639335L,b,train
856,TRAIN_2502_a_131897822861507882L,a,train
857,TRAIN_5621_b_131897867966964124L,b,train
858,TRAIN_608_p_131897795944042523L,p,train
859,TRAIN_5372_a_131897858788688689L,a,train
860,VALID_491_f_131897784077962785L,f,test
861,TRAIN_3499_f_131897829662590117L,f,train
862,TRAIN_5275_f_131897857274702482L,f,train
863,TRAIN_2952_p_131897821292966852L,p,train
864,VALID_5306_a_131897857764264797L,a,test
865,VALID_3524_b_131897837482723368L,b,test
866,VALID_1678_a_131897811067540597L,a,test
867,VALID_2855_b_131897819849387915L,b,test
868,VALID_3615_a_131897831435075249L,a,test
869,TRAIN_2244_a_131897819124932393L,a,train
870,TRAIN_5876_f_131897866539449125L,f,train
871,VALID_4699_a_131897848333973310L,a,test
872,TRAIN_3549_b_131897837839301306L,b,train
873,TRAIN_161_p_131897789911100458L,p,train
874,VALID_132_a_131897789522335485L,a,test
875,TRAIN_2064_a_131897807771419294L,a,train
876,VALID_3743_f_131897833408991747L,f,test
877,VALID_403_f_131897793170169097L,f,test
878,VALID_2419_a_131897821688169634L,a,test
879,TEST_1186_a_131897794288698997L,a,valid
880,TRAIN_572_b_131897795456835038L,b,train
881,VALID_4487_f_131897851436077479L,f,test
882,TRAIN_4966_f_131897852445520222L,f,train
883,VALID_5863_f_131897866345135557L,f,test
884,TRAIN_399_b_131897793109385611L,b,train
885,VALID_5168_b_131897861353074535L,b,test
886,TEST_4670_a_131897847885900479L,a,valid
887,TRAIN_5065_b_131897853990466625L,b,train
888,TRAIN_3093_a_131897823468147139L,a,train
889,TRAIN_2525_p_131897814794191931L,p,train
890,TRAIN_476_a_131897794149277269L,a,train
891,TRAIN_4590_b_131897846637285230L,b,train
892,TEST_5608_a_131897867783362236L,a,valid
893,VALID_4973_f_131897852555674454L,f,test
894,TRAIN_1504_p_131897808594457100L,p,train
895,TRAIN_2506_a_131897814513526075L,a,train
896,VALID_2293_a_131897819849181528L,a,test
897,VALID_5299_b_131897863359574477L,b,test
898,VALID_3505_p_131897829747986095L,p,test
899,VALID_3510_p_131897829829784923L,p,test
900,TEST_2659_a_131897816830408606L,a,valid
901,TRAIN_1235_a_131897795023220263L,a,train
902,VALID_1664_p_131897810876905729L,p,test
903,TRAIN_4834_p_131897850441595555L,p,train
904,VALID_5937_a_131897872527014045L,a,test
905,VALID_3988_b_131897837247450930L,b,test
906,TRAIN_2330_a_131897820391235819L,a,train
907,TRAIN_3148_a_131897824297684254L,a,train
908,TRAIN_1535_a_131897809045260815L,a,train
909,VALID_1928_p_131897805714697624L,p,test
910,TEST_4082_b_131897845543479034L,b,valid
911,TRAIN_18_f_131897777204513973L,f,train
912,TRAIN_1152_a_131897793792805441L,a,train
913,TRAIN_2515_a_131897823050267728L,a,train
914,TRAIN_810_a_131897798718072930L,a,train
915,VALID_5399_a_131897859192070671L,a,test
916,TRAIN_3024_a_131897830367837298L,a,train
917,TRAIN_4844_b_131897856636461989L,b,train
918,TRAIN_1717_p_131897802474404089L,p,train
919,TRAIN_2062_a_131897807740750673L,a,train
920,VALID_4690_f_131897854389962192L,f,test
921,VALID_3760_f_131897833671652908L,f,test
922,TRAIN_3601_a_131897831221717201L,a,train
923,VALID_200_b_131897790415981065L,b,test
924,VALID_4096_b_131897845740363130L,b,test
925,TEST_2967_a_131897821521985835L,a,valid
926,VALID_5753_p_131897864609891086L,p,test
927,TRAIN_2860_f_131897819926026425L,f,train
928,TRAIN_3582_b_131897838337447978L,b,train
929,VALID_5708_a_131897863920614393L,a,test
930,VALID_3094_a_131897831374614626L,a,test
931,TRAIN_1968_b_131897815143661409L,b,train
932,TRAIN_479_f_131897794191625359L,f,train
933,TRAIN_5005_b_131897853070058055L,b,train
934,TRAIN_4299_a_131897842122988840L,a,train
935,VALID_3449_b_131897828865840418L,b,test
936,TRAIN_1827_a_131897813170759021L,a,train
937,TRAIN_4730_a_131897848836102787L,a,train
938,TRAIN_3995_f_131897844304987663L,f,train
939,VALID_2142_a_131897808953633857L,a,test
940,TEST_3693_f_131897839966741202L,f,valid
941,TEST_5522_p_131897861100943868L,p,valid
942,VALID_5701_f_131897863812356739L,f,test
943,TRAIN_2472_a_131897822433203847L,a,train
944,TRAIN_3597_p_131897838566676671L,p,train
945,VALID_4761_f_131897849303922673L,f,test
946,TRAIN_180_b_131897779444747097L,b,train
947,TRAIN_5377_a_131897858869445163L,a,train
948,TRAIN_5278_b_131897863052528089L,b,train
949,TRAIN_3403_a_131897835799215581L,a,train
950,TRAIN_1272_p_131897805223057175L,p,train
951,TRAIN_1522_p_131897808849625693L,p,train
952,TRAIN_845_a_131897799200281379L,a,train
953,TRAIN_4123_b_131897846135847939L,b,train
954,TRAIN_2905_b_131897820598150802L,b,train
955,VALID_3587_p_131897838411200498L,p,test
956,TRAIN_5895_p_131897866829962658L,p,train
957,TRAIN_1199_a_131897794478597271L,a,train
958,TRAIN_1259_b_131897805038204528L,b,train
959,VALID_2730_b_131897826151528255L,b,test
960,TRAIN_42_p_131897788364471099L,p,train
961,TRAIN_1432_b_131897798157072400L,b,train
962,TRAIN_2339_f_131897820511396352L,f,train
963,VALID_2710_a_131897825866671574L,a,test
964,TRAIN_3959_a_131897843798872676L,a,train
965,VALID_530_b_131897784648653793L,b,test
966,TRAIN_5119_p_131897860651952543L,p,train
967,TRAIN_5755_b_131897864639991398L,b,train
968,TRAIN_2138_a_131897808886296473L,a,train
969,TRAIN_4790_p_131897849754719506L,p,train
970,TRAIN_623_f_131897786006144054L,f,train
971,TRAIN_5173_a_131897855665276772L,a,train
972,VALID_361_f_131897782089736857L,f,test
973,TRAIN_1107_a_131897802883576303L,a,train
974,VALID_1158_p_131897803603450951L,p,test
975,VALID_5663_p_131897868575114329L,p,test
976,TRAIN_306_a_131897791832605900L,a,train
977,VALID_656_b_131897786491952976L,b,test
978,VALID_3616_a_131897831449332907L,a,test
979,TRAIN_4119_a_131897839317545238L,a,train
980,VALID_5434_f_131897859721311583L,f,test
981,VALID_4794_p_131897855905025434L,p,test
982,VALID_1919_f_131897814461755953L,f,test
983,TRAIN_347_p_131897781891862512L,p,train
984,VALID_209_f_131897779862892769L,f,test
985,TRAIN_5026_b_131897859309706765L,b,train
986,TRAIN_959_a_131897790955344444L,a,train
987,TRAIN_1799_p_131897803730823329L,p,train
988,VALID_402_b_131897793157200101L,b,test
989,VALID_1365_b_131897797116440320L,b,test
990,TRAIN_2213_a_131897810044322803L,a,train
991,TRAIN_1903_p_131897805324157777L,p,train
992,TRAIN_138_f_131897789601244503L,f,train
